#名前,"性別(0=両,1=男,2=女)","タイプ(0=両方,1=剣士,2=ガンナー)",レア度,スロット数,入手時期／集☆（99=集入手不可）,入手時期／村☆（99=村入手不可）,初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数
アグナメイル,0,1,6,1,6,99,59,126,3,-5,0,-1,0,ガード性能,2,底力,-2,火属性攻撃,2,燃鱗,3,,,炎戈竜の堅殻,2,炎戈竜の上ヒレ,1,獄炎石,1,,
アグナレジスト,0,2,6,1,6,99,30,80,4,-4,1,0,1,底力,-2,通常弾強化,1,精密射撃,2,火属性攻撃,1,燃鱗,3,炎戈竜の堅殻,2,炎戈竜の上ヒレ,1,獄炎石,1,,
ドーベルメイル,0,1,6,1,4,7,47,120,-2,0,0,0,3,龍属性攻撃,1,気力回復,1,腹減り,-2,耐震,3,,,いにしえの龍骨,3,影蜘蛛の上棘,3,尖竜骨,5,竜骨【小】,20
ドーベルレジスト,0,2,6,1,4,7,24,78,-1,1,1,1,4,装填速度,3,龍属性攻撃,1,気力回復,1,腹減り,-2,,,いにしえの龍骨,3,影蜘蛛の上棘,3,尖竜骨,5,竜骨【小】,20
ホークスーツ,1,1,6,3,5,99,45,120,2,-1,1,0,2,狩人,1,指揮,1,腹減り,-3,,,,,旅団チケット,1,オトモチケット,2,オオクワアゲハ,3,天空の結晶,3
ホークベスト,1,2,6,3,5,99,23,78,3,0,2,1,3,狩人,1,指揮,1,腹減り,-3,,,,,旅団チケット,1,オトモチケット,2,オオクワアゲハ,3,天空の結晶,3
エコールスーツ,2,1,6,3,5,99,45,120,2,-1,1,0,2,狩人,1,指揮,1,腹減り,-3,,,,,旅団チケット,1,オトモチケット,2,オオクワアゲハ,3,天空の結晶,3
エコールベスト,2,2,6,3,5,99,23,78,3,0,2,1,3,狩人,1,指揮,1,腹減り,-3,,,,,旅団チケット,1,オトモチケット,2,オオクワアゲハ,3,天空の結晶,3
ギルドナイトスーツ,1,1,6,2,8,99,52,123,0,0,0,0,0,匠,1,剥ぎ取り,1,広域,4,気配,-1,,,希望の証,1,黒狼鳥の上鱗,4,岩竜の涙,1,,
ギルドナイトベスト,1,2,6,2,8,99,26,79,1,1,1,1,1,剥ぎ取り,1,装填数,1,広域,4,気配,-1,,,希望の証,1,黒狼鳥の上鱗,4,岩竜の涙,1,,
メイドスーツ,2,1,6,2,8,99,52,123,0,0,0,0,0,匠,1,剥ぎ取り,1,広域,4,気配,-1,,,希望の証,1,黒狼鳥の上鱗,4,岩竜の涙,1,,
メイドベスト,2,2,6,2,8,99,26,79,1,1,1,1,1,剥ぎ取り,1,装填数,1,広域,4,気配,-1,,,希望の証,1,黒狼鳥の上鱗,4,岩竜の涙,1,,
ユクモノドウギ・天,0,1,6,2,8,99,60,127,-1,0,2,0,0,匠,1,研ぎ師,1,回復量,2,加護,2,,,蛇王龍の鋼皮,3,凶星の破片,1,蛇王龍の胸殻,3,,
ユクモノドウギ・地,0,2,6,2,8,99,30,80,0,1,3,1,1,装填速度,1,装填数,1,回復量,2,加護,2,,,蛇王龍の鋼皮,3,凶星の破片,1,蛇王龍の胸殻,3,,
城塞遊撃隊【胴巻】,0,1,6,0,6,99,53,124,0,0,0,0,0,匠,1,剥ぎ取り,3,根性,2,回復量,3,気配,-2,飛竜のコイン,2,狩猟王のコイン,3,電撃袋,4,,
城塞弓撃隊【胴巻】,0,2,6,0,6,99,27,79,1,1,1,1,1,剥ぎ取り,3,根性,2,装填数,1,回復量,2,気配,-3,飛竜のコイン,2,狩猟王のコイン,3,電撃袋,4,,
クロオビメイル,0,1,6,1,8,99,55,124,2,2,2,2,2,匠,2,狩人,2,腹減り,-2,,,,,金獅子の黒毛,1,撃龍王のコイン,2,飛竜のコイン,2,牙竜のコイン,3
クロオビレジスト,0,2,6,1,8,99,28,80,3,3,3,3,3,装填数,2,狩人,2,腹減り,-2,,,,,金獅子の黒毛,1,撃龍王のコイン,2,飛竜のコイン,2,牙竜のコイン,3
セイラースーツ,2,1,6,2,8,99,60,127,0,2,0,-2,0,運気,2,広域,4,気配,-1,,,,,希望の証,1,狩猟王のコイン,2,飛竜のコイン,5,闘技王のコイン,5
セイラーベスト,2,2,6,2,8,99,30,80,1,3,1,-1,1,運気,2,広域,4,気配,-1,,,,,希望の証,1,狩猟王のコイン,2,飛竜のコイン,5,闘技王のコイン,5
アークＳメイル,1,1,7,1,7,99,65,128,-4,4,0,3,-6,頑強,2,本気,2,火耐性,-2,狂撃耐性,2,,,天廻龍の上鱗,3,天廻龍の光玉,1,純白の龍鱗,1,ユニオン鉱石,3
アークＳレジスト,1,2,7,1,7,99,33,81,-3,5,1,4,-5,頑強,2,本気,2,火耐性,-2,狂撃耐性,2,,,天廻龍の上鱗,3,天廻龍の光玉,1,純白の龍鱗,1,ユニオン鉱石,3
フィリアＳメイル,2,1,7,1,7,99,65,128,-4,4,0,3,-6,頑強,2,本気,2,火耐性,-2,狂撃耐性,2,,,天廻龍の上鱗,3,天廻龍の光玉,1,純白の龍鱗,1,ユニオン鉱石,3
フィリアＳレジスト,2,2,7,1,7,99,33,81,-3,5,1,4,-5,頑強,2,本気,2,火耐性,-2,狂撃耐性,2,,,天廻龍の上鱗,3,天廻龍の光玉,1,純白の龍鱗,1,ユニオン鉱石,3
金色ノ羽織,0,1,7,0,7,99,65,128,2,1,3,-6,2,匠,1,本気,3,闘魂,1,スタミナ,-2,,,金獅子の尖角,1,黄金の毛,1,金獅子の黒毛,4,鋼の龍鱗,2
黒子ノ装束,0,2,7,0,7,99,33,81,3,2,4,-5,3,装填速度,1,本気,3,闘魂,1,スタミナ,-2,,,金獅子の尖角,1,黄金の毛,1,金獅子の黒毛,4,鋼の龍鱗,2
怒天ノ羽織,0,1,7,2,7,99,81,134,2,1,4,-7,2,本気,2,闘魂,1,スタミナ,-2,,,,,金獅子の怒髪,3,金獅子の闘魂,1,金獅子の鋭牙,2,金火竜の上鱗,2
心滅ノ装束,0,2,7,2,7,99,41,83,3,2,5,-6,3,本気,2,闘魂,1,スタミナ,-2,,,,,金獅子の怒髪,3,金獅子の闘魂,1,金獅子の鋭牙,2,金火竜の上鱗,2
クシャナディール,0,1,7,1,7,99,68,131,-2,2,-5,5,-6,匠,1,溜め短縮,1,耐暑,4,毒,-2,,,鋼龍の堅殻,4,鋼龍の翼膜,2,カブレライト鉱石,4,古龍の血,2
クシャナバダル,0,2,7,1,7,99,34,81,-1,3,-4,6,-5,溜め短縮,1,装填数,1,耐暑,4,毒,-2,,,鋼龍の堅殻,4,鋼龍の翼膜,2,カブレライト鉱石,4,古龍の血,2
カイザーメイル,0,1,7,2,7,99,68,131,4,-6,1,-2,-2,細菌学,1,属性解放,1,剣術,2,耐寒,-3,,,炎龍の塵粉,2,炎王龍の堅殻,4,獄炎石,3,古龍の血,3
カイザーレジスト,0,2,7,2,7,99,34,81,5,-5,2,-1,-1,細菌学,1,属性解放,1,装填速度,3,耐寒,-2,,,炎龍の塵粉,2,炎王龍の堅殻,4,獄炎石,3,古龍の血,3
残陽・覇【胴当て】,1,1,7,0,7,99,64,127,3,2,-4,3,-4,抜刀会心,1,不動,1,達人,4,底力,-3,,,豪山龍の堅岩殻,6,豪龍岩,4,古龍の血,1,勇気の証Ｇ,1
東雲・覇【胴当て】,1,2,7,1,7,99,32,80,4,3,-3,4,-3,装填速度,-3,速射,1,不動,1,貫通弾強化,1,,,豪山龍の堅岩殻,6,豪龍岩,4,古龍の血,1,勇気の証Ｇ,1
常磐・覇【胸当て】,2,1,7,0,7,99,64,127,3,2,-4,3,-4,抜刀会心,1,不動,1,達人,4,底力,-3,,,豪山龍の堅岩殻,6,豪龍岩,4,古龍の血,1,勇気の証Ｇ,1
八千代・覇【胸当て】,2,2,7,1,7,99,32,80,4,3,-3,4,-3,装填速度,-3,速射,1,不動,1,貫通弾強化,1,,,豪山龍の堅岩殻,6,豪龍岩,4,古龍の血,1,勇気の証Ｇ,1
リベリオンメイル,0,1,7,1,8,99,69,132,3,3,-2,-2,-3,刀匠,3,怒,1,攻撃,-4,,,,,蛇王龍の鋼皮,5,蛇王龍の胸殻,3,蛇王龍の剣鱗,2,天廻龍の光玉,1
ライオットレジスト,0,2,7,1,8,99,35,81,4,4,-1,-1,-2,射手,3,怒,1,攻撃,-4,,,,,蛇王龍の鋼皮,5,蛇王龍の胸殻,3,蛇王龍の剣鱗,2,天廻龍の光玉,1
アカムトウルンテ,0,1,7,1,7,99,65,128,4,0,-3,2,-5,匠,2,達人,3,聴覚保護,1,斬れ味,-2,,,覇竜の大牙,3,覇竜の大棘,2,覇竜の上鱗,4,火竜の紅玉,1
アカムトウルンペ,0,2,7,1,7,99,33,81,5,1,-2,3,-4,装填速度,-2,達人,3,聴覚保護,1,装填数,2,,,覇竜の大牙,3,覇竜の大棘,2,覇竜の上鱗,4,火竜の紅玉,1
シルバーソルメイル,0,1,7,3,7,10,81,134,2,-7,-4,0,4,痛撃,1,斬れ味,2,回復量,-2,,,,,銀火竜の堅殻,5,銀火竜の上鱗,6,火竜の翼,3,堅竜骨,3
シルバーソルレジスト,0,2,7,3,7,10,41,83,3,-6,-3,1,5,痛撃,1,貫通弾強化,2,回復量,-2,,,,,銀火竜の堅殻,5,銀火竜の上鱗,6,火竜の翼,3,堅竜骨,3
ゴールドルナメイル,0,1,7,2,7,10,81,134,2,-4,-7,0,4,運気,2,重撃,1,雷耐性,-2,加護,2,,,金火竜の上鱗,5,火竜の延髄,5,雌火竜の逆鱗,2,フルクライト鉱石,4
ゴールドルナレジスト,0,2,7,2,7,10,41,83,3,-3,-6,1,5,運気,2,重撃,1,雷耐性,-2,加護,1,,,金火竜の上鱗,5,火竜の延髄,5,雌火竜の逆鱗,2,フルクライト鉱石,4
グリードメイル,0,1,7,0,7,10,64,127,-1,-1,-3,-1,-1,攻撃,4,斬れ味,3,食事,2,腹減り,-2,,,歴戦の漆黒皮,5,恐暴竜の鉤爪,4,恐暴竜の大牙,2,古龍の血,1
グリードレジスト,0,2,7,0,7,10,32,80,0,0,-2,0,0,反動,3,攻撃,3,食事,2,腹減り,-2,,,歴戦の漆黒皮,5,恐暴竜の鉤爪,4,恐暴竜の大牙,2,古龍の血,1
エクスゼロメイル,0,1,7,1,8,99,81,134,3,-5,2,-3,1,聴覚保護,3,研ぎ師,-2,食事,3,,,,,大轟竜の爆爪,4,大轟竜の堅殻,6,轟竜のアギト,1,覇竜の宝玉,1
エクスゼロレジスト,0,2,7,1,8,99,41,83,4,-4,3,-2,2,反動,-2,聴覚保護,3,食事,4,,,,,大轟竜の爆爪,4,大轟竜の堅殻,6,轟竜のアギト,1,覇竜の宝玉,1
ドラゴンハイド,0,1,7,2,8,99,84,136,-3,2,2,-1,-6,痛撃,2,達人,-3,斬れ味,2,,,,,黒龍の角,2,黒龍の甲殻,4,黒龍の鱗,4,火竜の紅玉,1
ドラゴンスキン,0,2,7,2,8,99,42,83,-2,3,3,0,-5,痛撃,2,達人,-3,貫通弾強化,2,,,,,黒龍の角,2,黒龍の甲殻,4,黒龍の鱗,4,火竜の紅玉,1
ミラバルハイド,0,1,7,0,8,10,86,138,2,-1,1,-3,-7,怒,1,防御,-3,斬れ味,2,スタミナ,3,,,黒龍の紅角,2,黒龍の紅殻,5,黒龍の紅鱗,4,獄狼竜の昏玉,1
ミラバルスキン,0,2,7,0,8,10,43,84,3,0,2,-2,-6,怒,1,防御,-3,スタミナ,3,通常弾強化,2,,,黒龍の紅角,2,黒龍の紅殻,5,黒龍の紅鱗,4,獄狼竜の昏玉,1
キリンＵベスト,0,1,7,2,8,10,65,128,-3,-3,-1,6,3,属性耐性,2,運気,-2,氷属性攻撃,1,属性攻撃,1,,,キリンの霜尾,3,キリンの上皮,6,古龍の血,3,立派なクチバシ,1
キリンＵケープ,0,2,7,2,8,10,33,81,-2,-2,0,7,4,属性耐性,2,運気,-2,氷属性攻撃,1,属性攻撃,1,,,キリンの霜尾,3,キリンの上皮,6,古龍の血,3,立派なクチバシ,1
ウカムルウルンテ,0,1,7,1,8,99,67,130,-5,0,-3,4,-2,刀匠,2,達人,-4,底力,2,耐泥耐雪,1,,,崩竜の削顎,3,崩竜の堅殻,2,純白の龍鱗,6,,
ウカムルウルンペ,0,2,7,1,8,99,34,81,-4,1,-2,5,-1,射手,2,達人,-4,底力,2,耐泥耐雪,1,,,崩竜の削顎,3,崩竜の堅殻,2,純白の龍鱗,6,,
金剛【胴当て】,0,1,7,1,8,99,82,136,-2,3,2,2,-2,運気,2,ガード性能,2,火耐性,-2,耐震,2,,,砦蟹の尖爪,1,鋼龍の堅殻,3,マレコガネ,2,,
不動【胴当て】,0,2,7,1,8,99,41,83,0,5,3,3,-1,反動,2,運気,2,火耐性,-2,耐震,2,,,砦蟹の尖爪,1,鋼龍の堅殻,3,マレコガネ,2,,
夜叉【羽衣】,0,1,7,1,8,99,68,131,2,2,0,-2,-2,剣術,2,属性耐性,1,底力,-2,加護,2,,,神龍苔,2,浮岳龍の体液,4,古龍骨,5,希望の証,1
修羅【羽衣】,0,2,7,1,8,99,34,81,3,4,2,-1,-1,属性耐性,1,底力,-2,装填数,2,加護,2,,,神龍苔,2,浮岳龍の体液,4,古龍骨,5,希望の証,1
エンプレスメイル,0,1,7,0,7,99,68,131,4,-2,1,-6,-2,匠,1,達人,3,ガード性能,2,火属性攻撃,2,耐寒,-3,炎妃龍のたてがみ,2,獄炎の龍鱗,6,炎王龍の尖角,1,炎龍の宝玉,1
エンプレスレジスト,0,2,7,0,7,99,34,81,5,-1,2,-5,-1,達人,3,ガード強化,2,装填数,1,通常弾強化,2,耐寒,-3,炎妃龍のたてがみ,2,獄炎の龍鱗,6,炎王龍の尖角,1,炎龍の宝玉,1
ミヅハ【胸当て】,0,1,7,1,8,99,69,132,-4,3,0,4,-1,属性解放,2,聴覚保護,1,風圧,4,耐暑,-2,,,霞龍の上皮,2,霞龍の尻尾,1,獄炎石,2,,
トヨタマ【胸当て】,0,2,7,1,8,99,35,81,-3,4,1,5,0,属性解放,2,聴覚保護,1,風圧,4,耐暑,-2,,,霞龍の上皮,2,霞龍の尻尾,1,獄炎石,2,,
ヘリオスメイル,1,1,7,1,8,99,84,136,0,3,-2,1,-5,聴覚保護,1,重撃,2,水属性攻撃,3,加護,-2,,,大海龍の甲皮,2,湾曲した龍角,1,濃縮重甲エキス,1,,
ヘリオスレジスト,1,2,7,1,8,99,42,83,1,4,-1,2,-4,聴覚保護,2,重撃,2,水属性攻撃,3,加護,-2,,,大海龍の甲皮,2,湾曲した龍角,1,濃縮重甲エキス,1,,
セレネメイル,2,1,7,1,8,99,84,136,0,3,-2,1,-5,聴覚保護,1,重撃,2,水属性攻撃,3,加護,-2,,,大海龍の甲皮,2,湾曲した龍角,1,濃縮重甲エキス,1,,
セレネレジスト,2,2,7,1,8,99,42,83,1,4,-1,2,-4,聴覚保護,2,重撃,2,水属性攻撃,3,加護,-2,,,大海龍の甲皮,2,湾曲した龍角,1,濃縮重甲エキス,1,,
エスカドラソウル,0,1,7,0,8,99,86,138,-3,-2,3,3,-2,本気,2,属性耐性,2,回避距離,1,属性攻撃,3,気絶,-2,煌黒龍の逆鱗,2,煌黒龍の翼膜,3,覇竜の宝玉,1,,
エスカドラゼーレ,0,2,7,0,8,99,43,84,-2,-1,4,4,-1,本気,3,属性耐性,1,回避距離,1,属性攻撃,2,気絶,-2,煌黒龍の逆鱗,2,煌黒龍の翼膜,3,覇竜の宝玉,1,,
EXレイアメイル,0,1,7,1,8,10,50,121,3,0,-2,0,-4,頑強,3,匠,1,回復量,3,気力回復,-2,,,希望の証,1,雌火竜の上鱗,5,雌火竜の逆鱗,1,ユニオン鉱石,3
EXレイアレジスト,0,2,7,1,8,10,25,79,4,1,-1,1,-3,頑強,3,装填数,1,回復量,3,気力回復,-2,,,希望の証,1,雌火竜の上鱗,5,雌火竜の逆鱗,1,ユニオン鉱石,3
EXレウスメイル,0,1,7,0,8,10,57,126,3,0,-2,0,-4,剛撃,2,匠,1,気力回復,-4,狩人,3,,,希望の証,1,火竜の上鱗,5,火竜の逆鱗,1,フルクライト鉱石,3
EXレウスレジスト,0,2,7,0,8,10,28,80,4,1,-1,1,-3,剛撃,2,装填数,1,気力回復,-4,狩人,3,,,希望の証,1,火竜の上鱗,5,火竜の逆鱗,1,フルクライト鉱石,3
EXクシャナディール,0,1,7,0,8,99,82,136,-3,3,-6,6,-7,溜め短縮,1,火耐性,5,耐暑,4,毒,-2,,,鋼龍チケット,1,鋼龍の尖爪,4,銀火竜の上鱗,6,古龍骨,3
EXクシャナバダル,0,2,7,0,8,99,41,83,-2,4,-5,7,-6,溜め短縮,1,火耐性,5,耐暑,4,毒,-2,,,鋼龍チケット,1,鋼龍の尖爪,4,銀火竜の上鱗,6,古龍骨,3
EXカイザーメイル,0,1,7,0,8,99,82,136,5,-7,2,-2,-4,属性解放,1,達人,5,耐寒,-2,,,,,炎王龍チケット,1,炎王龍の堅殻,6,蛇王龍の胸殻,3,古龍骨,3
EXカイザーレジスト,0,2,7,0,8,99,41,83,6,-6,3,-1,-3,属性解放,1,達人,5,耐寒,-2,,,,,炎王龍チケット,1,炎王龍の堅殻,6,蛇王龍の胸殻,3,古龍骨,3
EXレックスメイル,0,1,7,1,8,99,82,136,3,-1,-5,0,-3,攻撃,3,研ぎ師,-2,千里眼,2,食いしん坊,2,,,探求者の証,1,轟竜の尖爪,5,覇竜の上鱗,6,天空の結晶,8
EXレックスレジスト,0,2,7,1,8,99,41,83,4,0,-4,1,-2,反動,-2,攻撃,3,千里眼,2,食いしん坊,2,,,探求者の証,1,轟竜の尖爪,5,覇竜の上鱗,6,天空の結晶,8
大和【胴当て】,1,1,7,1,8,99,67,130,3,1,0,-4,-4,防御,2,達人,4,底力,-2,溜め短縮,1,,,希望の証,1,豪山龍の堅岩殻,6,荒々しい龍尖角,4,古龍の血,1
陸奥【胴当て】,1,2,7,1,8,99,34,81,4,2,1,-3,-3,装填速度,-2,反動,1,防御,4,貫通弾強化,2,,,希望の証,1,豪山龍の堅岩殻,6,荒々しい龍尖角,4,古龍の血,1
日向【胸当て】,2,1,7,1,8,99,67,130,3,1,0,-4,-4,防御,2,達人,4,底力,-2,溜め短縮,1,,,希望の証,1,豪山龍の堅岩殻,6,荒々しい龍尖角,4,古龍の血,1
天城【胸当て】,2,2,7,1,8,99,34,81,4,2,1,-3,-3,装填速度,-2,反動,1,防御,4,貫通弾強化,2,,,希望の証,1,豪山龍の堅岩殻,6,荒々しい龍尖角,4,古龍の血,1
忍の装束・天,0,1,7,2,8,99,81,134,2,-6,4,-3,2,防御,-2,回避性能,2,属性攻撃,2,,,,,希望の証Ｇ,1,勇気の証Ｇ,1,マレコガネ,3,天廻龍の上鱗,5
忍の装束・地,0,2,7,2,8,99,41,83,3,-5,5,-2,3,防御,-2,回避性能,2,属性攻撃,2,,,,,希望の証Ｇ,1,勇気の証Ｇ,1,マレコガネ,3,天廻龍の上鱗,5
モンハン部ジャケット,0,1,7,0,1,99,15,115,3,3,3,3,3,加護,10,,,,,,,,,モンハン部入部届,3,縞模様の皮,3,翼蛇竜の皮,3,ギルドチケット,1
モンハン部ジャージ,0,2,7,0,1,99,8,71,4,4,4,4,4,加護,10,,,,,,,,,モンハン部入部届,3,縞模様の皮,3,翼蛇竜の皮,3,ギルドチケット,1
狩猟戦線ジャケット,0,1,7,0,1,99,15,115,2,2,2,2,2,本気,10,,,,,,,,,モンハン部入部届,1,縞模様の皮,4,翼蛇竜の頭,2,ギルドチケット,1
狩猟戦線ライダース,0,2,7,0,1,99,8,71,3,3,3,3,3,本気,10,,,,,,,,,モンハン部入部届,1,縞模様の皮,4,翼蛇竜の頭,2,ギルドチケット,1
武装戦線ジャケット,0,1,7,0,1,99,23,115,2,2,2,2,2,逆境,10,,,,,,,,,武装への招待状,2,重甲虫の胸殻,1,徹甲虫の甲殻,3,重甲エキス,1
武装戦線ライダース,0,2,7,0,1,99,12,71,3,3,3,3,3,逆境,10,,,,,,,,,武装への招待状,2,重甲虫の胸殻,1,徹甲虫の甲殻,3,重甲エキス,1
ブルースタースーツ,0,1,7,2,1,99,26,116,1,1,1,1,1,闘魂,2,水属性攻撃,2,采配,1,,,,,スタジオパス,1,火竜の甲殻,4,火竜の延髄,2,狂竜結晶,2
ブルースターベスト,0,2,7,2,1,99,13,72,2,2,2,2,2,闘魂,1,水属性攻撃,2,采配,1,,,,,スタジオパス,1,火竜の甲殻,4,火竜の延髄,2,狂竜結晶,2
キャプテンＪスーツ,0,1,7,0,4,99,26,105,-3,-3,-3,-3,-3,剥ぎ取り,3,運気,2,捕獲,2,加護,-3,,,海賊Ｊチケット,1,獄狼竜の堅殻,5,獄狼竜の龍殻,2,蝕龍蟲,3
キャプテンＪベスト,0,2,7,0,4,99,13,65,-2,-2,-2,-2,-2,剥ぎ取り,3,運気,1,捕獲,2,加護,-3,,,海賊Ｊチケット,1,獄狼竜の堅殻,5,獄狼竜の龍殻,2,蝕龍蟲,3
狩猟迷彩ジャージ,0,1,7,0,4,99,26,116,2,2,2,2,2,剥ぎ取り,10,,,,,,,,,モンハン部認定証,3,桃毛獣の剛毛,3,白兎獣の大耳,2,狂竜結晶,2
狩猟迷彩ジャケット,0,2,7,0,4,99,13,72,3,3,3,3,3,剥ぎ取り,10,,,,,,,,,モンハン部認定証,3,桃毛獣の剛毛,3,白兎獣の大耳,2,狂竜結晶,2
伝説Ｊスーツ,0,1,7,0,8,99,44,105,-4,-4,-4,-4,-4,強欲,3,剥ぎ取り,2,加護,-4,,,,,伝説Ｊの海賊帽,1,炎龍の尖爪,4,炎王龍の堅殻,4,炎龍の宝玉,1
伝説Ｊベスト,0,2,7,0,8,99,22,65,-3,-3,-3,-3,-3,強欲,3,剥ぎ取り,2,加護,-4,,,,,伝説Ｊの海賊帽,1,炎龍の尖爪,4,炎王龍の堅殻,4,炎龍の宝玉,1
坊屋ジャケット,0,1,7,0,4,99,44,116,1,1,1,1,1,攻撃,5,気力回復,3,気配,-3,,,,,鈴蘭最強の証,2,ギルドチケットＳ,1,イーオスの上鱗,6,ドスイーオスの頭,3
坊屋ジャンパー,0,2,7,0,4,99,22,72,2,2,2,2,2,攻撃,5,気力回復,3,気配,-3,,,,,鈴蘭最強の証,2,ギルドチケットＳ,1,イーオスの上鱗,6,ドスイーオスの頭,3
ユニクロジャンパー,0,1,7,1,4,99,44,118,-3,1,0,4,0,聴覚保護,2,回避距離,3,食事,-2,耐寒,2,,,ユニクロチケット,2,轟竜のアギト,3,狂竜結晶,2,狂竜結晶の欠片,2
ユニクロパーカー,0,2,7,1,4,99,22,73,-2,2,1,5,1,聴覚保護,2,回避距離,3,食事,-2,耐寒,2,,,ユニクロチケット,2,轟竜のアギト,3,狂竜結晶,2,狂竜結晶の欠片,2
スタールークメイル,0,1,7,3,4,99,52,120,0,0,0,0,0,闘魂,1,不動,1,乗り,3,,,,,スタジオＧパス,1,金火竜の上鱗,3,蒼火竜の堅殻,4,火竜の煌液,2
スタールークレジスト,0,2,7,3,4,99,26,73,1,1,1,1,1,闘魂,1,不動,1,乗り,2,,,,,スタジオＧパス,1,金火竜の上鱗,3,蒼火竜の堅殻,4,火竜の煌液,2
ゾディアスメイル,0,1,7,1,4,99,52,122,1,1,1,1,1,潔癖,3,剣術,2,乗り,-3,,,,,冥天の星くず,1,鋼龍の尖爪,2,鋼龍の翼膜,2,ギルドチケットＧ,1
ゾディアスレジスト,0,2,7,1,4,99,26,73,2,2,2,2,2,潔癖,3,装填数,2,乗り,-3,,,,,冥天の星くず,1,鋼龍の尖爪,2,鋼龍の翼膜,2,ギルドチケットＧ,1
勇者の服,0,1,7,1,5,99,52,122,2,2,2,2,2,属性解放,2,運気,1,体力,4,腹減り,-3,,,トライフォース,1,雌火竜の翼膜,3,雌火竜の堅殻,4,キリンの雷尾,2
勇者の衣,0,2,7,1,5,99,26,73,3,3,3,3,3,属性解放,2,運気,1,体力,4,腹減り,-3,,,トライフォース,1,雌火竜の翼膜,3,雌火竜の堅殻,4,キリンの雷尾,2
地上最強の胴着,0,1,7,0,4,99,52,105,6,6,6,6,6,闘魂,4,底力,2,気配,-5,,,,,地上最強の証明,1,恐暴竜の黒皮,3,恐暴竜の黒鱗,2,恐暴竜の宝玉,1
地上最強の胴衣,0,2,7,0,4,99,26,65,7,7,7,7,7,闘魂,4,底力,2,気配,-5,,,,,地上最強の証明,1,恐暴竜の黒皮,3,恐暴竜の黒鱗,2,恐暴竜の宝玉,1
EXキリンＵベスト,0,1,7,2,7,99,1,134,0,0,1,6,3,属性解放,2,属性耐性,1,運気,-2,属性攻撃,2,,,幻獣チケット,1,キリンの上皮,4,岩竜の涙,2,ギルドチケットＧ,1
EXキリンＵケープ,0,2,7,2,7,99,1,72,1,1,2,7,4,属性解放,2,属性耐性,2,運気,-2,属性攻撃,1,,,幻獣チケット,1,キリンの上皮,4,岩竜の涙,2,ギルドチケットＧ,1
EXインゴットメイル,0,1,7,2,5,99,41,116,-2,-2,2,0,0,砲術,2,ガード強化,2,納刀,1,気まぐれ,-2,,,蛇と蛙チケット,1,フルクライト鉱石,20,竜玉,4,ギルドチケットＳ,1
EXインゴットレジスト,0,2,7,2,5,99,21,78,-1,-1,3,1,1,反動,1,砲術,2,散弾強化,2,気まぐれ,-2,,,蛇と蛙チケット,1,フルクライト鉱石,20,竜玉,4,ギルドチケットＳ,1
EXアーティアメイル,0,1,7,1,8,99,52,123,0,-3,-3,2,3,抜刀会心,2,ガード強化,1,研ぎ師,-3,気力回復,3,,,金獅子チケット,1,太古の破片,6,金獅子の闘魂,1,ギルドチケットＧ,1
EXアーティアレジスト,0,2,7,1,8,99,26,79,1,-2,-2,3,4,装填速度,-3,反動,1,装填数,2,精密射撃,3,,,金獅子チケット,1,太古の破片,6,金獅子の闘魂,1,ギルドチケットＧ,1
EXゴアメイル,0,1,7,1,8,99,58,125,-5,3,-3,2,-2,細菌学,2,頑強,2,闘魂,2,火耐性,-3,,,黒蝕竜チケット,1,黒蝕竜の堅殻,5,天廻龍の光玉,2,ギルドチケットＧ,1
EXゴアレジスト,0,2,7,1,8,99,29,80,-4,4,-2,3,-1,細菌学,2,頑強,2,闘魂,2,火耐性,-3,,,黒蝕竜チケット,1,黒蝕竜の堅殻,5,天廻龍の光玉,2,ギルドチケットＧ,1
EXリベリオンメイル,0,1,7,1,8,99,81,134,3,3,-2,-2,-3,怒,1,剛撃,2,攻撃,-4,狂撃耐性,1,,,蛇王龍チケット,1,蛇王龍の胸殻,4,天廻龍の光玉,3,ギルドチケットＧ,2
EXライオットレジスト,0,2,7,1,8,99,41,83,4,4,-1,-1,-2,怒,1,剛撃,2,攻撃,-4,狂撃耐性,1,,,蛇王龍チケット,1,蛇王龍の胸殻,4,天廻龍の光玉,3,ギルドチケットＧ,2
パティシエスーツ,0,1,7,2,4,99,58,125,4,2,2,2,-5,効果持続,1,火属性攻撃,3,食欲,2,,,,,ユクモチケット,1,千刃竜の鋭刃鱗,3,白兎獣の堅腹甲,2,お食事券,2
パティシエベスト,0,2,7,2,4,99,29,80,5,3,3,3,-4,効果持続,1,火属性攻撃,3,食欲,2,,,,,ユクモチケット,1,千刃竜の鋭刃鱗,3,白兎獣の堅腹甲,2,お食事券,2
ブナハＸスーツ,0,1,8,0,9,99,72,129,-5,-1,2,-1,3,属性解放,2,攻撃,-2,特殊攻撃,2,納刀,2,麻痺,1,飛甲虫の斬羽,2,飛甲虫の堅殻,2,モンスターの特濃,2,皇帝バッタ,2
